axis,size,objective,seed,dir1_auc,mag_r2,vol20_r2,regime_bacc,effective_rank,supervised_sharpe
feature,8,contrastive,666,0.499624840357599,0.02593964304775498,-0.05668586277551135,0.8454252325220067,5.0209760665893555,0.39075821684646056
feature,8,contrastive,777,0.5001516602809706,0.0027741315242398867,-0.1315557019893141,0.8981331561976723,4.984923839569092,0.2735158543017817
feature,8,contrastive,888,0.4764846743295019,-0.04823828578704803,0.03285929776996921,0.7843209778693648,5.371028900146484,-0.2050615243733913
feature,8,contrastive,999,0.5123323754789272,0.058224526251305475,0.10281732312433345,0.8223636288152418,5.057339191436768,1.3054101604468664
feature,12,contrastive,20260814,0.5044420498084291,0.03314815218666878,0.08925392846833569,0.8606755058367962,5.067505836486816,0.4604834259513809
feature,12,contrastive,111,0.5253152937420179,0.056691369423950144,0.16955377441263686,0.9026999349579995,4.667075157165527,1.393553501697356
feature,12,contrastive,222,0.5199273627075351,0.03639523908715425,0.19902745820091794,0.8127281030506838,5.03489351272583,0.6459443929263577
feature,12,contrastive,333,0.5320242656449553,-0.011267873276435525,0.1537644472884615,0.6863818154140735,5.1258463859558105,1.4739224890500149
feature,12,contrastive,444,0.5153336526181354,0.02300759615910819,0.012977082565597708,0.6858320406707503,4.929697036743164,0.8556083806583651
feature,12,contrastive,555,0.48638250319284804,0.002743747840795896,0.10722575875570883,0.7047835434932209,4.891648769378662,-0.1676520943993949
feature,12,contrastive,666,0.4961366538952746,-0.02191173914837985,-0.10822704459165622,0.7691298336459628,5.2079315185546875,0.3913460363506822
feature,12,contrastive,777,0.5135775862068965,0.05042706445180378,-0.0033587210934307166,0.7775576162672936,4.967909336090088,1.0610778166200159
feature,12,contrastive,888,0.5225574712643678,-0.01440700004590667,0.05827777736975459,0.697919536629214,4.942806243896484,1.37361212821758
feature,12,contrastive,999,0.5285680076628353,0.048828041398873756,-0.0768607401541137,0.9042083558212591,5.598637104034424,0.6893908292861191
feature,16,contrastive,20260814,0.5181234035759897,-0.016569429928536383,-0.04204117831308096,0.8762163923454246,4.96466064453125,1.5042569125230916
feature,16,contrastive,111,0.5149066091954023,0.00635064213051284,-0.0542888276960547,0.7949629562532788,5.212000370025635,0.7992000708256318
feature,16,contrastive,222,0.5033644636015325,-0.01830318523154273,-0.1251799913683218,0.7245729181213051,4.523347854614258,-0.10947197800796234
feature,16,contrastive,333,0.516087962962963,0.012969557977130952,-0.03128661424357282,0.876548521709812,4.905841827392578,0.4520631964477166
feature,16,contrastive,444,0.525103767560664,0.04443514160328843,0.19082134865285483,0.787950497627917,5.291278839111328,1.0216666994748531
feature,16,contrastive,555,0.5415269795657727,0.040184133903316877,0.07509369917501918,0.7757132918423242,5.221151828765869,1.9374939544377068
feature,16,contrastive,666,0.5056114303959132,0.020773099483447632,0.1460162390502161,0.8615158937739583,5.293099403381348,0.9272296957163321
feature,16,contrastive,777,0.5129469987228608,-0.043596556201868975,0.0403014329944551,0.8417164546196805,5.352675914764404,1.0590522579081179
feature,16,contrastive,888,0.5172772988505747,0.021740087550339737,-0.04051188098560399,0.7796334247947151,5.240463733673096,0.8840414255477566
feature,16,contrastive,999,0.5243614303959132,0.06424757157153371,0.05131032141622871,0.7353256062933481,5.09361457824707,1.211347603522745
feature,24,contrastive,20260814,0.5196240421455939,-0.020421071971288285,-0.2929331327545408,0.6507445862284572,5.856651306152344,0.23514586081577682
feature,24,contrastive,111,0.4973339719029375,0.04089077460154644,0.07277611282197072,0.7438578083739374,5.566374778747559,0.9650428947758509
feature,24,contrastive,222,0.5258939974457216,0.02655517518281103,-0.08835897123745551,0.6141763883699367,5.671284198760986,0.8448821918748828
feature,24,contrastive,333,0.5003472222222223,0.04848826799803152,-0.26657235709276783,0.6048906048906049,5.540732383728027,0.2787027688205247
feature,24,contrastive,444,0.5507383461047254,0.007098716679243222,-0.37044921536028075,0.6098863840799326,5.541011333465576,1.4026081299138529
feature,24,contrastive,555,0.5413154533844188,0.016082021630543064,-0.15839544609971523,0.576811834876351,5.398601055145264,1.0765774622996755
feature,24,contrastive,666,0.5479525862068966,0.021565830091036742,-0.07187778652567522,0.577489932328642,5.559398651123047,1.466750798792577
